Site,Year,Max,Mean,Min,filled,Seas,SiteYr,SiteSeas,SiteYrSeas,Max.anom,Min.anom,Mean.anom
A1,2007,20.71836957,13.79195652,6.86548913,0,gs,A1_2007,A1_gs,A1_2007_gs,2.74473716,1.822308057,2.281661195
B1,2007,18.90021739,11.69206522,4.484184783,0,gs,B1_2007,B1_gs,B1_2007_gs,3.369958025,1.485687778,2.426000308
C1,2007,14.88376304,8.224021739,1.563695652,0,gs,C1_2007,C1_gs,C1_2007_gs,3.857584859,2.782987189,3.320574534
D1,2007,8.168478261,3.682065217,-0.804347826,0,gs,D1_2007,D1_gs,D1_2007_gs,4.047550466,2.54584045,3.29671778
NOAA,2007,24.3025,16.25326087,8.204782609,0,gs,NOAA_2007,NOAA_gs,NOAA_2007_gs,2.035386258,-0.095380435,0.969935947
A1,2008,18.92994565,11.66108696,4.392445652,0,gs,A1_2008,A1_gs,A1_2008_gs,0.956313247,-0.650735422,0.15079163
B1,2008,17.48059783,10.03016304,2.579728261,0,gs,B1_2008,B1_gs,B1_2008_gs,1.950338459,-0.418768744,0.764098134
C1,2008,12.78896437,6.089619565,-0.610108696,0,gs,C1_2008,C1_gs,C1_2008_gs,1.762786189,0.609182842,1.18617236
D1,2008,5.77173913,1.160326087,-3.451086957,0,gs,D1_2008,D1_gs,D1_2008_gs,1.650811335,-0.10089868,0.774978649
NOAA,2008,22.97195652,14.85380435,6.735815217,0,gs,NOAA_2008,NOAA_gs,NOAA_2008_gs,0.70484278,-1.564347826,-0.429520575
A1,2009,18.86190141,11.76398927,4.666077122,0,gs,A1_2009,A1_gs,A1_2009_gs,0.888269005,-0.377103951,0.25369394
B1,2009,13.27663726,8.027267041,2.777896826,0,gs,B1_2009,B1_gs,B1_2009_gs,-2.253622111,-0.220600179,-1.238797869
C1,2009,12.72826087,5.703804348,-1.320652174,0,gs,C1_2009,C1_gs,C1_2009_gs,1.702082686,-0.101360637,0.800357143
D1,2009,6.427027174,1.493728261,-2.205505435,0,gs,D1_2009,D1_gs,D1_2009_gs,2.306099379,1.144682842,1.108380823
NOAA,2009,22.77771739,14.92891304,7.08031401,0,gs,NOAA_2009,NOAA_gs,NOAA_2009_gs,0.510603649,-1.219849034,-0.354411879
A1,2010,19.02154225,11.88721719,4.752892125,0,gs,A1_2010,A1_gs,A1_2010_gs,1.047909849,-0.290288949,0.376921863
B1,2010,15.59716031,10.57307705,5.548993796,0,gs,B1_2010,B1_gs,B1_2010_gs,0.066900944,2.55049679,1.307012144
C1,2010,12.72826087,5.682065217,-1.364130435,0,gs,C1_2010,C1_gs,C1_2010_gs,1.702082686,-0.144838898,0.778618012
D1,2010,6.514054348,1.447614992,-2.475987407,0,gs,D1_2010,D1_gs,D1_2010_gs,2.393126553,0.87420087,1.062267554
NOAA,2010,23.14298913,15.21891304,7.29468599,0,gs,NOAA_2010,NOAA_gs,NOAA_2010_gs,0.875875388,-1.005477053,-0.064411879
A1,2011,19.72943685,12.60353261,5.477019329,0,gs,A1_2011,A1_gs,A1_2011_gs,1.75580445,0.433838255,1.093237282
B1,2011,18.61576087,10.97065217,3.32548913,0,gs,B1_2011,B1_gs,B1_2011_gs,3.085501503,0.326992125,1.704587264
C1,2011,13.34782609,5.926630435,-1.494565217,0,gs,C1_2011,C1_gs,C1_2011_gs,2.321647904,-0.27527368,1.02318323
D1,2011,6.379991038,1.449246741,-2.456655165,0,gs,D1_2011,D1_gs,D1_2011_gs,2.259063243,0.893533111,1.063899303
NOAA,2011,24.07902174,15.91505435,7.750603865,0,gs,NOAA_2011,NOAA_gs,NOAA_2011_gs,1.811907997,-0.549559178,0.631729425
A1,2012,22.0269436,14.38273368,6.738523759,1,gs,A1_2012,A1_gs,A1_2012_gs,4.053311199,1.695342686,2.872438355
B1,2012,20.84999505,12.59866081,4.347326585,1,gs,B1_2012,B1_gs,B1_2012_gs,5.319735678,1.34882958,3.332595905
C1,2012,15.01630435,7.173913043,-0.668478261,0,gs,C1_2012,C1_gs,C1_2012_gs,3.990126165,0.550813276,2.270465839
D1,2012,8.898309783,3.723043478,-0.536625,0,gs,D1_2012,D1_gs,D1_2012_gs,4.777381988,2.813563276,3.33769604
NOAA,2012,26.64880435,18.00375,9.354293478,0,gs,NOAA_2012,NOAA_gs,NOAA_2012_gs,4.381690606,1.054130435,2.720425078
A1,2013,19.06006019,12.17930142,5.29854265,1,gs,A1_2013,A1_gs,A1_2013_gs,1.08642778,0.255361576,0.669006091
B1,2013,16.34461413,10.20319837,4.061782609,0,gs,B1_2013,B1_gs,B1_2013_gs,0.814354764,1.063285604,0.93713346
C1,2013,11.52173913,4.082880435,-3.355978261,0,gs,C1_2013,C1_gs,C1_2013_gs,0.495560947,-2.136686724,-0.82056677
D1,2013,5.760626114,1.152792197,-2.659881856,0,gs,D1_2013,D1_gs,D1_2013_gs,1.639698319,0.69030642,0.767444759
NOAA,2013,23.34255435,15.20608696,7.065326087,0,gs,NOAA_2013,NOAA_gs,NOAA_2013_gs,1.075440606,-1.234836957,-0.077237966
A1,2014,18.88680435,12.41173913,5.936673913,0,gs,A1_2014,A1_gs,A1_2014_gs,0.913171943,0.893492839,0.901443804
B1,2014,16.41006522,10.27157065,4.133076087,0,gs,B1_2014,B1_gs,B1_2014_gs,0.879805851,1.134579082,1.005505743
C1,2014,13.28097826,6.574184783,-0.132608696,0,gs,C1_2014,C1_gs,C1_2014_gs,2.254800078,1.086682842,1.670737578
D1,2014,5.851396739,1.076924457,-2.737070652,0,gs,D1_2014,D1_gs,D1_2014_gs,1.730468944,0.613117624,0.691577019
NOAA,2014,23.31244565,15.33293478,7.348695652,0,gs,NOAA_2014,NOAA_gs,NOAA_2014_gs,1.04533191,-0.951467391,0.04960986
A1,2015,19.00249457,12.5208904,6.862288043,0,gs,A1_2015,A1_gs,A1_2015_gs,1.02886216,1.81910697,1.010595072
B1,2015,16.86776087,10.9946087,5.121456522,0,gs,B1_2015,B1_gs,B1_2015_gs,1.337501503,2.122959517,1.728543786
C1,2015,14.00566848,7.408845109,0.812021739,0,gs,C1_2015,C1_gs,C1_2015_gs,2.979490295,2.031313276,2.505397904
D1,2015,5.986979085,2.115924961,-1.748740277,0,gs,D1_2015,D1_gs,D1_2015_gs,1.86605129,1.601448,1.730577523
NOAA,2015,23.17934783,15.46497585,7.750603865,0,gs,NOAA_2015,NOAA_gs,NOAA_2015_gs,0.912234084,-0.549559179,0.181650923
A1,2016,19.18669022,12.55707631,6.614929348,0,gs,A1_2016,A1_gs,A1_2016_gs,1.213057812,1.571748274,1.046780987
B1,2016,16.87675543,10.32082246,4.640021739,0,gs,B1_2016,B1_gs,B1_2016_gs,1.346496068,1.641524734,1.054757554
C1,2016,13.32983707,5.978053774,-1.373729521,0,gs,C1_2016,C1_gs,C1_2016_gs,2.303658885,-0.154437984,1.074606569
D1,2016,4.889880649,0.92568096,-3.038518728,0,gs,D1_2016,D1_gs,D1_2016_gs,0.768952854,0.311669548,0.540333523
NOAA,2016,23.52958937,15.58876812,7.64794686,0,gs,NOAA_2016,NOAA_gs,NOAA_2016_gs,1.26247563,-0.652216184,0.305443194
A1,2017,19.64321196,12.9912149,6.914423913,0,gs,A1_2017,A1_gs,A1_2017_gs,1.669579551,1.871242839,1.480919574
B1,2017,17.82549457,10.94290806,5.291543478,0,gs,B1_2017,B1_gs,B1_2017_gs,2.295235198,2.293046473,1.676843152
C1,2017,13.77003804,6.305384022,-0.290380435,0,gs,C1_2017,C1_gs,C1_2017_gs,2.74385986,0.928911102,1.401936817
D1,2017,5.421497968,1.650673556,-2.120150855,0,gs,D1_2017,D1_gs,D1_2017_gs,1.300570173,1.230037421,1.265326118
NOAA,2017,24.55917874,16.16243961,7.765700483,0,gs,NOAA_2017,NOAA_gs,NOAA_2017_gs,2.292065002,-0.53446256,0.879114691
A1,2018,19.94355978,13.27215919,6.888336957,0,gs,A1_2018,A1_gs,A1_2018_gs,1.969927377,1.845155883,1.761863867
B1,2018,17.86365217,11.31094158,5.444032609,0,gs,B1_2018,B1_gs,B1_2018_gs,2.333392807,2.445535604,2.044876667
C1,2018,14.44143478,6.740672989,-0.405733696,0,gs,C1_2018,C1_gs,C1_2018_gs,3.415256599,0.813557842,1.837225784
D1,2018,6.154961957,2.618351957,NA,0,gs,D1_2018,D1_gs,D1_2018_gs,2.034034161,NA,2.233004519
NOAA,2018,24.54710145,16.06280193,7.578502415,0,gs,NOAA_2018,NOAA_gs,NOAA_2018_gs,2.279987707,-0.721660628,0.77947701
A1,2019,18.07242391,11.53523785,5.586201087,0,gs,A1_2019,A1_gs,A1_2019_gs,0.098791508,0.543020013,0.024942528
B1,2019,17.54821739,10.88890897,5.009467391,0,gs,B1_2019,B1_gs,B1_2019_gs,2.017958025,2.010970386,1.622844058
C1,2019,12.61002717,5.339960489,-1.146559783,0,gs,C1_2019,C1_gs,C1_2019_gs,1.583848991,0.072731755,0.436513284
D1,2019,6.40463587,2.210264511,-1.178173913,0,gs,D1_2019,D1_gs,D1_2019_gs,2.283708075,2.172014363,1.824917073
NOAA,2019,22.64492754,14.62862319,6.612318841,0,gs,NOAA_2019,NOAA_gs,NOAA_2019_gs,0.377813794,-1.687844203,-0.654701734
A1,2020,20.36858696,13.38755639,6.922130435,0,gs,A1_2020,A1_gs,A1_2020_gs,2.394954551,1.878949361,1.877261059
B1,2020,18.37543478,11.3268793,5.39425,0,gs,B1_2020,B1_gs,B1_2020_gs,2.845175416,2.395752995,2.060814393
C1,2020,14.37507609,6.637969511,-0.18901087,0,gs,C1_2020,C1_gs,C1_2020_gs,3.348897904,1.030280668,1.734522306
D1,2020,NA,NA,NA,1,gs,D1_2020,D1_gs,D1_2020_gs,NA,NA,NA
NOAA,2020,24.58937198,16.13224638,7.675120773,0,gs,NOAA_2020,NOAA_gs,NOAA_2020_gs,2.322258238,-0.625042271,0.848921454
A1,2021,19.02232065,12.47590217,6.545766304,0,gs,A1_2021,A1_gs,A1_2021_gs,1.048688247,1.502585231,0.965606847
B1,2021,16.45673913,10.33454008,5.021130435,0,gs,B1_2021,B1_gs,B1_2021_gs,0.926479764,2.02263343,1.068475172
C1,2021,12.19315727,5.815674063,-0.149119905,0,gs,C1_2021,C1_gs,C1_2021_gs,1.166979086,1.070171632,0.912226858
D1,2021,5.895641304,1.524157772,-2.183456522,0,gs,D1_2021,D1_gs,D1_2021_gs,1.774713509,1.166731755,1.138810334
NOAA,2021,23.31521739,15.2611715,7.207125604,0,gs,NOAA_2021,NOAA_gs,NOAA_2021_gs,1.048103649,-1.09303744,-0.022153425
A1,2022,16.75991582,13.06069497,9.36147413,1,gs,A1_2022,A1_gs,A1_2022_gs,-1.213716589,4.318293057,1.550399647
B1,2022,14.52112901,10.98320596,7.445282903,1,gs,B1_2022,B1_gs,B1_2022_gs,-1.009130354,4.446785898,1.717141048
C1,2022,6.847856129,6.847856129,6.847856129,0,gs,C1_2022,C1_gs,C1_2022_gs,-4.178322054,8.067147666,1.944408924
D1,2022,NA,NA,NA,1,gs,D1_2022,D1_gs,D1_2022_gs,NA,NA,NA
NOAA,2022,24.48369565,15.90428744,7.324879227,0,gs,NOAA_2022,NOAA_gs,NOAA_2022_gs,2.21658191,-0.975283816,0.620962517
A1,2023,NA,NA,NA,1,gs,A1_2023,A1_gs,A1_2023_gs,NA,NA,NA
B1,2023,NA,NA,NA,1,gs,B1_2023,B1_gs,B1_2023_gs,NA,NA,NA
C1,2023,NA,NA,NA,1,gs,C1_2023,C1_gs,C1_2023_gs,NA,NA,NA
D1,2023,NA,NA,NA,1,gs,D1_2023,D1_gs,D1_2023_gs,NA,NA,NA
NOAA,2023,NA,NA,NA,1,gs,NOAA_2023,NOAA_gs,NOAA_2023_gs,NA,NA,NA
